Level,Label,Score,NALT_URI,1,2,3,4,5,6,7,8
4,tomography,1,https://lod.nal.usda.gov/nalt/8496,,,,tomography,,,,
5,computed tomography,1,https://lod.nal.usda.gov/nalt/28416,,,,,computed tomography,,,
6,micro-computed tomography,1,https://lod.nal.usda.gov/nalt/204242,,,,,,micro-computed tomography,,
5,positron-emission tomography,1,https://lod.nal.usda.gov/nalt/146566,,,,,positron-emission tomography,,,
3,genetic techniques and protocols,1,https://lod.nal.usda.gov/nalt/17409,,,genetic techniques and protocols,,,,,
4,polymerase chain reaction,1,https://lod.nal.usda.gov/nalt/8124,,,,polymerase chain reaction,,,,
2,animal tests,1,https://lod.nal.usda.gov/nalt/68527,,animal tests,,,,,,
3,acute toxic class method,1,https://lod.nal.usda.gov/nalt/68515,,,acute toxic class method,,,,,
3,behavioral despair tests,1,https://lod.nal.usda.gov/nalt/291314,,,behavioral despair tests,,,,,
3,forced swimming test,1,https://lod.nal.usda.gov/nalt/291315,,,forced swimming test,,,,,
3,tail suspension test,1,https://lod.nal.usda.gov/nalt/287245,,,tail suspension test,,,,,
3,California mastitis test,1,https://lod.nal.usda.gov/nalt/243947,,,California mastitis test,,,,,
3,elevated plus-maze test,1,https://lod.nal.usda.gov/nalt/291318,,,elevated plus-maze test,,,,,
3,eye irritation tests,1,https://lod.nal.usda.gov/nalt/68528,,,eye irritation tests,,,,,
3,fixed dose procedure,1,https://lod.nal.usda.gov/nalt/68538,,,fixed dose procedure,,,,,
3,formalin test,1,https://lod.nal.usda.gov/nalt/287220,,,formalin test,,,,,
3,hot plate test,1,https://lod.nal.usda.gov/nalt/287250,,,hot plate test,,,,,
3,lethal concentration 50,1,https://lod.nal.usda.gov/nalt/68545,,,lethal concentration 50,,,,,
3,local lymph node assay,1,https://lod.nal.usda.gov/nalt/68546,,,local lymph node assay,,,,,
3,tail flick test,1,https://lod.nal.usda.gov/nalt/287202,,,tail flick test,,,,,
3,local lymph node assay,1,https://lod.nal.usda.gov/nalt/68546,,,local lymph node assay,,,,,
3,skin tests,1,https://lod.nal.usda.gov/nalt/32456,,,skin tests,,,,,
4,patch test,1,https://lod.nal.usda.gov/nalt/68549,,,,patch test,,,,
4,skin prick tests,1,https://lod.nal.usda.gov/nalt/311643,,,,skin prick tests,,,,
2,medical treatment,1,https://lod.nal.usda.gov/nalt/51847,,medical treatment,,,,,,
2,surgery,1,https://lod.nal.usda.gov/nalt/8137,,surgery,,,,,,
3,postoperative care,1,https://lod.nal.usda.gov/nalt/59368,,,postoperative care,,,,,
4,nutritional support,1,https://lod.nal.usda.gov/nalt/12584,,,,nutritional support,,,,
3,preoperative care,1,https://lod.nal.usda.gov/nalt/59573,,,preoperative care,,,,,
2,wound treatment,1,https://lod.nal.usda.gov/nalt/31874,,wound treatment,,,,,,
3,debridement,1,https://lod.nal.usda.gov/nalt/31873,,,debridement,,,,,
2,euthanasia,1,https://lod.nal.usda.gov/nalt/9565,,euthanasia,,,,,,
2,asphyxia,1,https://lod.nal.usda.gov/nalt/915,,asphyxia,,,,,,
2,cervical dislocation,1,https://lod.nal.usda.gov/nalt/24103,,cervical dislocation,,,,,,
2,decapitation,1,https://lod.nal.usda.gov/nalt/31883,,decapitation,,,,,,
2,equipment,1,https://lod.nal.usda.gov/nalt/365,,equipment,,,,,,
3,laboratory equipment,1,https://lod.nal.usda.gov/nalt/381,,,laboratory equipment,,,,,
3,medical and veterinary equipment,1,https://lod.nal.usda.gov/nalt/384,,,medical and veterinary equipment,,,,,
4,bandages,1,https://lod.nal.usda.gov/nalt/15724,,,,bandages,,,,
4,cannulas,1,https://lod.nal.usda.gov/nalt/21916,,,,cannulas,,,,
4,casts (medical),1,https://lod.nal.usda.gov/nalt/18518,,,,casts (medical),,,,
4,catheters,1,https://lod.nal.usda.gov/nalt/23043,,,,catheters,,,,
5,central venous catheters,1,https://lod.nal.usda.gov/nalt/332048,,,,,central venous catheters,,,
4,contraceptives,1,https://lod.nal.usda.gov/nalt/28771,,,,contraceptives,,,,
4,dental equipment,1,https://lod.nal.usda.gov/nalt/32372,,,,dental equipment,,,,
4,diagnostic equipment,1,https://lod.nal.usda.gov/nalt/185708,,,,diagnostic equipment,,,,
5,endoscopes,1,https://lod.nal.usda.gov/nalt/185709,,,,,endoscopes,,,
4,medical equipment,1,https://lod.nal.usda.gov/nalt/32927,,,,medical equipment,,,,
4,prostheses,1,https://lod.nal.usda.gov/nalt/12575,,,,prostheses,,,,
4,splints (medical),1,https://lod.nal.usda.gov/nalt/135881,,,,splints (medical),,,,
4,surgical equipment,1,https://lod.nal.usda.gov/nalt/37753,,,,surgical equipment,,,,
5,scalpels,1,https://lod.nal.usda.gov/nalt/62501,,,,,scalpels,,,
5,sutures,1,https://lod.nal.usda.gov/nalt/65254,,,,,sutures,,,
4,syringes,1,https://lod.nal.usda.gov/nalt/51840,,,,syringes,,,,
4,tourniquets,1,https://lod.nal.usda.gov/nalt/51841,,,,tourniquets,,,,
4,veterinary equipment,1,https://lod.nal.usda.gov/nalt/9073,,,,veterinary equipment,,,,
2,body fluids,1,https://lod.nal.usda.gov/nalt/49,,body fluids,,,,,,
3,digesta,1,https://lod.nal.usda.gov/nalt/18340,,,digesta,,,,,
3,cerebrospinal fluid,1,https://lod.nal.usda.gov/nalt/18339,,,cerebrospinal fluid,,,,,
3,intracellular fluids,1,https://lod.nal.usda.gov/nalt/238185,,,intracellular fluids,,,,,
3,blood,1,https://lod.nal.usda.gov/nalt/18059,,,blood,,,,,
4,blood cells,1,https://lod.nal.usda.gov/nalt/18061,,,,blood cells,,,,
4,blood plasma,1,https://lod.nal.usda.gov/nalt/18062,,,,blood plasma,,,,
3,lymph,1,https://lod.nal.usda.gov/nalt/18343,,,lymph,,,,,
3,amniotic fluid,1,https://lod.nal.usda.gov/nalt/8003,,,amniotic fluid,,,,,
3,follicular fluid,1,https://lod.nal.usda.gov/nalt/18342,,,follicular fluid,,,,,
3,synovial fluid,1,https://lod.nal.usda.gov/nalt/18345,,,synovial fluid,,,,,
3,oviductal fluids,1,https://lod.nal.usda.gov/nalt/18344,,,oviductal fluids,,,,,
3,body water,1,https://lod.nal.usda.gov/nalt/18332,,,body water,,,,,
3,extracellular fluids,1,https://lod.nal.usda.gov/nalt/18341,,,extracellular fluids,,,,,
2,bodily secretions and exudates,1,https://lod.nal.usda.gov/nalt/48,,bodily secretions and exudates,,,,,,
3,bile,1,https://lod.nal.usda.gov/nalt/17153,,,bile,,,,,
3,colostrum,1,https://lod.nal.usda.gov/nalt/18315,,,colostrum,,,,,
3,defensive secretions,1,https://lod.nal.usda.gov/nalt/18316,,,defensive secretions,,,,,
3,excreta,1,https://lod.nal.usda.gov/nalt/50,,,excreta,,,,,
4,feces,1,https://lod.nal.usda.gov/nalt/34880,,,,feces,,,,
4,urine,1,https://lod.nal.usda.gov/nalt/38868,,,,urine,,,,
3,gastric juice,1,https://lod.nal.usda.gov/nalt/18317,,,gastric juice,,,,,
3,intestinal secretions,1,https://lod.nal.usda.gov/nalt/211311,,,intestinal secretions,,,,,
3,maternal milk,1,https://lod.nal.usda.gov/nalt/9316,,,maternal milk,,,,,
3,mucus,1,https://lod.nal.usda.gov/nalt/18319,,,mucus,,,,,
3,pancreatic juice,1,https://lod.nal.usda.gov/nalt/18320,,,pancreatic juice,,,,,
3,saliva,1,https://lod.nal.usda.gov/nalt/18322,,,saliva,,,,,
3,sebum,1,https://lod.nal.usda.gov/nalt/18323,,,sebum,,,,,
3,semen,1,https://lod.nal.usda.gov/nalt/18324,,,semen,,,,,
3,sweat,1,https://lod.nal.usda.gov/nalt/18325,,,sweat,,,,,
3,tears,1,https://lod.nal.usda.gov/nalt/18326,,,tears,,,,,
3,venoms,1,https://lod.nal.usda.gov/nalt/10560,,,venoms,,,,,
1,animal research,1,https://lod.nal.usda.gov/nalt/199785,animal research,,,,,,,
3,computer simulation,1,https://lod.nal.usda.gov/nalt/203662,,,computer simulation,,,,,
3,artificial skin,1,https://lod.nal.usda.gov/nalt/312748,,,artificial skin,,,,,
3,mathematical models,1,https://lod.nal.usda.gov/nalt/50226,,,mathematical models,,,,,
4,nonlinear models,1,https://lod.nal.usda.gov/nalt/51656,,,,nonlinear models,,,,
3,nonanimal tests,1,https://lod.nal.usda.gov/nalt/9559,,,nonanimal tests,,,,,
4,cell lines,1,https://lod.nal.usda.gov/nalt/23379,,,,cell lines,,,,
5,bone marrow cells,1,https://lod.nal.usda.gov/nalt/18522,,,,,bone marrow cells,,,
5,keratinocytes,1,https://lod.nal.usda.gov/nalt/23470,,,,,keratinocytes,,,
5,kidney cells,1,https://lod.nal.usda.gov/nalt/23471,,,,,kidney cells,,,
5,hepatocytes,1,https://lod.nal.usda.gov/nalt/23469,,,,,hepatocytes,,,
5,stem cells,1,https://lod.nal.usda.gov/nalt/23484,,,,,stem cells,,,
5,embryonic stem cells,1,https://lod.nal.usda.gov/nalt/36807,,,,,embryonic stem cells,,,
4,assays,1,https://lod.nal.usda.gov/nalt/13160,,,,assays,,,,
5,immunoassays,1,https://lod.nal.usda.gov/nalt/13162,,,,,immunoassays,,,
6,enzyme immunoassays,1,https://lod.nal.usda.gov/nalt/37485,,,,,,enzyme immunoassays,,
7,enzyme-linked immunosorbent assay,1,https://lod.nal.usda.gov/nalt/36291,,,,,,,enzyme-linked immunosorbent assay,
3,microfluidic technology,1,https://lod.nal.usda.gov/nalt/322814,,,microfluidic technology,,,,,
4,lab-on-a-chip technology,1,https://lod.nal.usda.gov/nalt/322816,,,,lab-on-a-chip technology,,,,
3,in vitro culture,1,https://lod.nal.usda.gov/nalt/14257,,,in vitro culture,,,,,
4,axenic culture,1,https://lod.nal.usda.gov/nalt/14256,,,,axenic culture,,,,
4,explants,1,https://lod.nal.usda.gov/nalt/30702,,,,explants,,,,
4,solid state culture,1,https://lod.nal.usda.gov/nalt/253555,,,,solid state culture,,,,
4,organ-on-a-chip,1,https://lod.nal.usda.gov/nalt/312711,,,,organ-on-a-chip,,,,
4,mixed culture,1,https://lod.nal.usda.gov/nalt/47055,,,,mixed culture,,,,
4,cell culture,1,https://lod.nal.usda.gov/nalt/23373,,,,cell culture,,,,
5,cell suspension culture,1,https://lod.nal.usda.gov/nalt/23377,,,,,cell suspension culture,,,
5,cloning (cells),1,https://lod.nal.usda.gov/nalt/23367,,,,,cloning (cells),,,
5,coculture,1,https://lod.nal.usda.gov/nalt/68522,,,,,coculture,,,
5,protoplast fusion,1,https://lod.nal.usda.gov/nalt/23378,,,,,protoplast fusion,,,
4,monoxenic culture,1,https://lod.nal.usda.gov/nalt/47056,,,,monoxenic culture,,,,
4,embryo culture,1,https://lod.nal.usda.gov/nalt/36815,,,,embryo culture,,,,
4,culture filtrates,1,https://lod.nal.usda.gov/nalt/30700,,,,culture filtrates,,,,
4,tissue culture,1,https://lod.nal.usda.gov/nalt/9560,,,,tissue culture,,,,
5,anther culture,1,https://lod.nal.usda.gov/nalt/9953,,,,,anther culture,,,
5,ovule culture,1,https://lod.nal.usda.gov/nalt/56420,,,,,ovule culture,,,
5,organ culture,1,https://lod.nal.usda.gov/nalt/56061,,,,,organ culture,,,
6,organoids,1,https://lod.nal.usda.gov/nalt/336476,,,,,,organoids,,
4,enrichment culture,1,https://lod.nal.usda.gov/nalt/30705,,,,enrichment culture,,,,
4,callus culture,1,https://lod.nal.usda.gov/nalt/21345,,,,callus culture,,,,
2,antibodies,1,https://lod.nal.usda.gov/nalt/10218,,antibodies,,,,,,
3,antibody production,1,https://lod.nal.usda.gov/nalt/10230,,,antibody production,,,,,
4,hybridomas,1,https://lod.nal.usda.gov/nalt/23404,,,,hybridomas,,,,
4,ascites,1,https://lod.nal.usda.gov/nalt/733,,,,ascites,,,,
3,antibody formation,1,https://lod.nal.usda.gov/nalt/10230,,,antibody formation,,,,,
2,toxicology,1,https://lod.nal.usda.gov/nalt/35791,,toxicology,,,,,,
3,risk analysis,1,https://lod.nal.usda.gov/nalt/136472,,,risk analysis,,,,,
3,risk assessment,1,https://lod.nal.usda.gov/nalt/37432,,,risk assessment,,,,,
3,aquatic organisms,1,https://lod.nal.usda.gov/nalt/11423,,,aquatic organisms,,,,,
4,algae,1,https://lod.nal.usda.gov/nalt/35,,,,algae,,,,
3,pharmacodynamics,1,https://lod.nal.usda.gov/nalt/88549,,,pharmacodynamics,,,,,
3,pharmacokinetics,1,https://lod.nal.usda.gov/nalt/34640,,,pharmacokinetics,,,,,
4,quantitative structure-activity relationships,1,https://lod.nal.usda.gov/nalt/60701,,,,quantitative structure-activity relationships,,,,
3,ecotoxicology,1,https://lod.nal.usda.gov/nalt/35713,,,ecotoxicology,,,,,
4,indicator species,1,https://lod.nal.usda.gov/nalt/17401,,,,indicator species,,,,
3,toxic substances,1,https://lod.nal.usda.gov/nalt/1780,,,toxic substances,,,,,
4,pesticides,1,https://lod.nal.usda.gov/nalt/287,,,,pesticides,,,,
4,toxins,1,https://lod.nal.usda.gov/nalt/10551,,,,toxins,,,,
5,microbial toxins,1,https://lod.nal.usda.gov/nalt/323561,,,,,microbial toxins,,,
6,endotoxins,1,https://lod.nal.usda.gov/nalt/32188,,,,,,endotoxins,,
7,delta-endotoxins,1,https://lod.nal.usda.gov/nalt/32187,,,,,,,delta-endotoxins,
3,toxicity,1,https://lod.nal.usda.gov/nalt/3967,,,toxicity,,,,,
4,acute toxicity,1,https://lod.nal.usda.gov/nalt/3966,,,,acute toxicity,,,,
5,acute dermal toxicity,1,https://lod.nal.usda.gov/nalt/68509,,,,,acute dermal toxicity,,,
5,acute inhalation toxicity,1,https://lod.nal.usda.gov/nalt/68510,,,,,acute inhalation toxicity,,,
5,acute oral toxicity,1,https://lod.nal.usda.gov/nalt/68511,,,,,acute oral toxicity,,,
5,eye irritation,1,https://lod.nal.usda.gov/nalt/3968,,,,,eye irritation,,,
5,skin irritation,1,https://lod.nal.usda.gov/nalt/3969,,,,,skin irritation,,,
4,carcinogenicity,1,https://lod.nal.usda.gov/nalt/22361,,,,carcinogenicity,,,,
4,chronic toxicity,1,https://lod.nal.usda.gov/nalt/25889,,,,chronic toxicity,,,,
4,cytotoxicity,1,https://lod.nal.usda.gov/nalt/31518,,,,cytotoxicity,,,,
4,developmental toxicity,1,https://lod.nal.usda.gov/nalt/17446,,,,developmental toxicity,,,,
5,embryotoxicity,1,https://lod.nal.usda.gov/nalt/32918,,,,,embryotoxicity,,,
5,teratogenicity,1,https://lod.nal.usda.gov/nalt/32920,,,,,teratogenicity,,,
4,drug toxicity,1,https://lod.nal.usda.gov/nalt/34664,,,,drug toxicity,,,,
4,embryotoxicity,1,https://lod.nal.usda.gov/nalt/32918,,,,embryotoxicity,,,,
4,genotoxicity,1,https://lod.nal.usda.gov/nalt/34182,,,,genotoxicity,,,,
4,hepatotoxicity,1,https://lod.nal.usda.gov/nalt/45149,,,,hepatotoxicity,,,,
4,irritant properties,1,https://lod.nal.usda.gov/nalt/47786,,,,irritant properties,,,,
4,lethal dose,1,https://lod.nal.usda.gov/nalt/34021,,,,lethal dose,,,,
5,lethal dose 50,1,https://lod.nal.usda.gov/nalt/49401,,,,,lethal dose 50,,,
4,mutagenicity,1,https://lod.nal.usda.gov/nalt/53830,,,,mutagenicity,,,,
4,nephrotoxicity,1,https://lod.nal.usda.gov/nalt/48383,,,,nephrotoxicity,,,,
4,neurotoxicity,1,https://lod.nal.usda.gov/nalt/54749,,,,neurotoxicity,,,,
4,no observed adverse effect level,1,https://lod.nal.usda.gov/nalt/54939,,,,no observed adverse effect level,,,,
4,phototoxicity,1,https://lod.nal.usda.gov/nalt/50029,,,,phototoxicity,,,,
4,subacute toxicity,1,https://lod.nal.usda.gov/nalt/65102,,,,subacute toxicity,,,,
4,subchronic toxicity,1,https://lod.nal.usda.gov/nalt/65105,,,,subchronic toxicity,,,,
4,sublethal effects,1,https://lod.nal.usda.gov/nalt/65110,,,,sublethal effects,,,,
4,teratogenicity,1,https://lod.nal.usda.gov/nalt/32920,,,,teratogenicity,,,,
3,toxicity testing,1,https://lod.nal.usda.gov/nalt/65620,,,toxicity testing,,,,,
4,acute toxic class method,1,https://lod.nal.usda.gov/nalt/68515,,,,acute toxic class method,,,,
4,genotoxicity tests,1,https://lod.nal.usda.gov/nalt/291471,,,,genotoxicity tests,,,,
5,Ames test,1,https://lod.nal.usda.gov/nalt/68516,,,,,ames test,,,
5,comet assay,1,https://lod.nal.usda.gov/nalt/291475,,,,,comet assay,,,
5,micronucleus tests,1,https://lod.nal.usda.gov/nalt/309754,,,,,micronucleus tests,,,
4,inhibitory concentration 50,1,https://lod.nal.usda.gov/nalt/68543,,,,inhibitory concentration 50,,,,
4,lethal concentration 50,1,https://lod.nal.usda.gov/nalt/68545,,,,lethal concentration 50,,,,
4,maximum tolerated concentration,1,https://lod.nal.usda.gov/nalt/313598,,,,maximum tolerated concentration,,,,
4,maximum tolerated dose,1,https://lod.nal.usda.gov/nalt/313439,,,,maximum tolerated dose,,,,
4,no observed adverse effect level,1,https://lod.nal.usda.gov/nalt/54939,,,,no observed adverse effect level,,,,
3,risk analysis,1,https://lod.nal.usda.gov/nalt/136472,,,risk analysis,,,,,
4,risk assessment,1,https://lod.nal.usda.gov/nalt/37432,,,,risk assessment,,,,
3,products and commodities,1,https://lod.nal.usda.gov/nalt/4403,,,products and commodities,,,,,
4,household products,1,https://lod.nal.usda.gov/nalt/68541,,,,household products,,,,
4,nonfood products,1,https://lod.nal.usda.gov/nalt/5448,,,,nonfood products,,,,
5,cosmetics,1,https://lod.nal.usda.gov/nalt/16241,,,,,cosmetics,,,
5,personal care products,1,https://lod.nal.usda.gov/nalt/68555,,,,,personal care products,,,
4,product quality,1,https://lod.nal.usda.gov/nalt/4405,,,,product quality,,,,
5,product testing,1,https://lod.nal.usda.gov/nalt/28682,,,,,product testing,,,
6,cosmetics testing,1,https://lod.nal.usda.gov/nalt/68525,,,,,,cosmetics testing,,
6,safety testing,1,https://lod.nal.usda.gov/nalt/28683,,,,,,safety testing,,
3,bioassays,1,https://lod.nal.usda.gov/nalt/13161,,,bioassays,,,,,
4,Ames test,1,https://lod.nal.usda.gov/nalt/68516,,,,Ames test,,,,
4,luminescent assay,1,https://lod.nal.usda.gov/nalt/336017,,,,luminescent assay,,,,
5,bioluminescence assay,1,https://lod.nal.usda.gov/nalt/309744,,,,,bioluminescence assay,,,
4,cell transformation assay,1,https://lod.nal.usda.gov/nalt/68521,,,,cell transformation assay,,,,
4,frog embryo teratogenesis assay-Xenopus,1,https://lod.nal.usda.gov/nalt/68539,,,,frog embryo teratogenesis assay-Xenopus,,,,
4,Limulus amebocyte lysate assay,1,https://lod.nal.usda.gov/nalt/312827,,,,limulus amebocyte lysate assay,,,,
4,viability assays,1,https://lod.nal.usda.gov/nalt/309738,,,,viability assays,,,,
3,biological models,1,https://lod.nal.usda.gov/nalt/261145,,,biological models,,,,,
4,adverse outcome pathways,1,https://lod.nal.usda.gov/nalt/313203,,,,adverse outcome pathways,,,,
3,mathematical models,1,https://lod.nal.usda.gov/nalt/50226,,,mathematical models,,,,,
4,artificial neural networks,1,https://lod.nal.usda.gov/nalt/12606,,,,artificial neural networks,,,,
2,experimental design,1,https://lod.nal.usda.gov/nalt/9555,,experimental design,,,,,,
3,sample size,1,https://lod.nal.usda.gov/nalt/336235,,,sample size,,,,,
3,mathematics and statistics,1,https://lod.nal.usda.gov/nalt/6369,,,mathematics and statistics,,,,,
4,analytical methods,1,https://lod.nal.usda.gov/nalt/8468,,,,analytical methods,,,,
4,prediction,1,https://lod.nal.usda.gov/nalt/35747,,,,prediction,,,,
4,statistical methods,1,https://lod.nal.usda.gov/nalt/8465,,,,statistical methods,,,,
5,Bayesian theory,1,https://lod.nal.usda.gov/nalt/16108,,,,,Bayesian theory,,,
5,biostatistics,1,https://lod.nal.usda.gov/nalt/307601,,,,,biostatistics,,,
6,sensometrics,1,https://lod.nal.usda.gov/nalt/308348,,,,,,sensometrics,,
5,descriptive statistics,1,https://lod.nal.usda.gov/nalt/302051,,,,,descriptive statistics,,,
5,estimation,1,https://lod.nal.usda.gov/nalt/28752,,,,,estimation,,,
5,frequency distribution,1,https://lod.nal.usda.gov/nalt/301411,,,,,frequency distribution,,,
5,normal values,1,https://lod.nal.usda.gov/nalt/15979,,,,,normal values,,,
5,probability,1,https://lod.nal.usda.gov/nalt/137027,,,,,probability,,,
5,statistical analysis,1,https://lod.nal.usda.gov/nalt/8465,,,,,statistical analysis,,,
5,stochastic processes,1,https://lod.nal.usda.gov/nalt/48588,,,,,stochastic processes,,,
5,variance,1,https://lod.nal.usda.gov/nalt/64124,,,,,variance,,,
5,noninfectious diseases,1,https://lod.nal.usda.gov/nalt/330,,,,,noninfectious diseases,,,
6,metabolic diseases,1,https://lod.nal.usda.gov/nalt/2862,,,,,,metabolic diseases,,
7,dehydration (animal physiology),1,https://lod.nal.usda.gov/nalt/32026,,,,,,,dehydration (animal physiology),
4,animal comfort,1,https://lod.nal.usda.gov/nalt/9082,,,,animal comfort,,,,
5,artificial habitats,1,https://lod.nal.usda.gov/nalt/342117,,,,,artificial habitats,,,
6,ambient temperature,1,https://lod.nal.usda.gov/nalt/7424,,,,,,ambient temperature,,
4,animal control services,1,https://lod.nal.usda.gov/nalt/127349,,,,animal control services,,,,
4,animal well-being,1,https://lod.nal.usda.gov/nalt/9237,,,,animal well-being,,,,
4,animal anatomy,1,https://lod.nal.usda.gov/nalt/47,,,,animal anatomy,,,,
4,animal physiology,1,https://lod.nal.usda.gov/nalt/9107,,,,animal physiology,,,,
5,animal reproduction,1,https://lod.nal.usda.gov/nalt/3138,,,,,animal reproduction,,,
6,litters (young animals),1,https://lod.nal.usda.gov/nalt/9495,,,,,,litters (young animals),,
2,biological properties and phenomena,1,https://lod.nal.usda.gov/nalt/107,,biological properties and phenomena,,,,,,
3,body temperature,1,https://lod.nal.usda.gov/nalt/118,,,body temperature,,,,,
4,body temperature changes,1,https://lod.nal.usda.gov/nalt/155,,,,body temperature changes,,,,
5,fever,1,https://lod.nal.usda.gov/nalt/157,,,,,fever,,,
5,hypothermia,1,https://lod.nal.usda.gov/nalt/158,,,,,hypothermia,,,
2,Breeding and Genetic Improvement,1,https://lod.nal.usda.gov/nalt/127296,,breeding and genetic improvement,,,,,,
2,chemical substances,1,https://lod.nal.usda.gov/nalt/183,,chemical substances,,,,,,
3,biochemical compounds,1,https://lod.nal.usda.gov/nalt/7812,,,biochemical compounds,,,,,
4,biomarkers,1,https://lod.nal.usda.gov/nalt/17262,,,,biomarkers,,,,
4,enzymes,1,https://lod.nal.usda.gov/nalt/6744,,,,enzymes,,,,
2,genetic lines,1,https://lod.nal.usda.gov/nalt/19698,,genetic lines,,,,,,
3,cell lines,1,https://lod.nal.usda.gov/nalt/23379,,,cell lines,,,,,
4,animal cell lines,1,https://lod.nal.usda.gov/nalt/308521,,,,animal cell lines,,,,
5,human cell lines,1,https://lod.nal.usda.gov/nalt/68542,,,,,human cell lines,,,
3,line differences,1,https://lod.nal.usda.gov/nalt/50224,,,line differences,,,,,
2,strains,1,https://lod.nal.usda.gov/nalt/39571,,strains,,,,,,
3,strain differences,1,https://lod.nal.usda.gov/nalt/64245,,,strain differences,,,,,
2,humane endpoints,1,https://lod.nal.usda.gov/nalt/9557,,humane endpoints,,,,,,
3,euthanasia,1,https://lod.nal.usda.gov/nalt/9565,,,euthanasia,,,,,
2,animal experimentation,1,https://lod.nal.usda.gov/nalt/9019,,animal experimentation,,,,,,
3,vivisection,1,https://lod.nal.usda.gov/nalt/235151,,,vivisection,,,,,
2,animal models,1,https://lod.nal.usda.gov/nalt/9120,,animal models,,,,,,
3,animal disease models,1,https://lod.nal.usda.gov/nalt/9117,,,animal disease models,,,,,
2,laboratory experimentation,1,https://lod.nal.usda.gov/nalt/210165,,laboratory experimentation,,,,,,
2,protocols,1,https://lod.nal.usda.gov/nalt/315825,,protocols,,,,,,
2,validation of alternative methods,1,https://lod.nal.usda.gov/nalt/313305,,validation of alternative methods,,,,,,
2,translational medical research,1,https://lod.nal.usda.gov/nalt/310018,,translational medical research,,,,,,
2,telemetry,1,https://lod.nal.usda.gov/nalt/61067,,telemetry,,,,,,
3,biotelemetry,1,https://lod.nal.usda.gov/nalt/192887,,,biotelemetry,,,,,
2,ethics,1,https://lod.nal.usda.gov/nalt/17341,,ethics,,,,,,
3,bioethics,1,https://lod.nal.usda.gov/nalt/9553,,,bioethics,,,,,
3,whistleblowing,1,https://lod.nal.usda.gov/nalt/68554,,,whistleblowing,,,,,
1,animal welfare,1,https://lod.nal.usda.gov/nalt/9084,animal welfare,,,,,,,
3,analgesic effect,1,https://lod.nal.usda.gov/nalt/8443,,,analgesic effect,,,,,
3,sedation,1,https://lod.nal.usda.gov/nalt/62736,,,sedation,,,,,
3,welfare assessment,1,https://lod.nal.usda.gov/nalt/313307,,,welfare assessment,,,,,
3,grimace scale,1,https://lod.nal.usda.gov/nalt/313200,,,grimace scale,,,,,
3,animal stress,1,https://lod.nal.usda.gov/nalt/732,,,animal stress,,,,,
3,distress,1,https://lod.nal.usda.gov/nalt/9516,,,distress,,,,,
3,anesthesia,1,https://lod.nal.usda.gov/nalt/8444,,,anesthesia,,,,,
4,anesthesia reversal,1,https://lod.nal.usda.gov/nalt/8798,,,,anesthesia reversal,,,,
4,depth of anesthesia,1,https://lod.nal.usda.gov/nalt/8799,,,,depth of anesthesia,,,,
4,electronarcosis,1,https://lod.nal.usda.gov/nalt/302202,,,,electronarcosis,,,,
4,preanesthetic medication,1,https://lod.nal.usda.gov/nalt/8800,,,,preanesthetic medication,,,,
3,analgesia,1,https://lod.nal.usda.gov/nalt/8442,,,analgesia,,,,,
3,signs and symptoms (animals and humans),1,https://lod.nal.usda.gov/nalt/156,,,signs and symptoms (animals and humans),,,,,
4,apnea,1,https://lod.nal.usda.gov/nalt/914,,,,apnea,,,,
4,asphyxia,1,https://lod.nal.usda.gov/nalt/915,,,,asphyxia,,,,
4,bloat,1,https://lod.nal.usda.gov/nalt/916,,,,bloat,,,,
4,cankers (animals),1,https://lod.nal.usda.gov/nalt/917,,,,cankers (animals),,,,
4,cough,1,https://lod.nal.usda.gov/nalt/918,,,,cough,,,,
4,dysoxia,1,https://lod.nal.usda.gov/nalt/277632,,,,dysoxia,,,,
4,dyspnea,1,https://lod.nal.usda.gov/nalt/919,,,,dyspnea,,,,
4,edema,1,https://lod.nal.usda.gov/nalt/920,,,,edema,,,,
4,flatulence,1,https://lod.nal.usda.gov/nalt/921,,,,flatulence,,,,
4,halitosis,1,https://lod.nal.usda.gov/nalt/205686,,,,halitosis,,,,
4,hypercapnia,1,https://lod.nal.usda.gov/nalt/922,,,,hypercapnia,,,,
4,hyperoxia,1,https://lod.nal.usda.gov/nalt/923,,,,hyperoxia,,,,
4,hypoxia,1,https://lod.nal.usda.gov/nalt/924,,,,hypoxia,,,,
4,indigestion,1,https://lod.nal.usda.gov/nalt/925,,,,indigestion,,,,
4,jaundice,1,https://lod.nal.usda.gov/nalt/926,,,,jaundice,,,,
4,lameness,1,https://lod.nal.usda.gov/nalt/927,,,,lameness,,,,
4,leg weakness,1,https://lod.nal.usda.gov/nalt/928,,,,leg weakness,,,,
4,lesions (animal),1,https://lod.nal.usda.gov/nalt/929,,,,lesions (animal),,,,
4,nausea,1,https://lod.nal.usda.gov/nalt/930,,,,nausea,,,,
4,pain,1,https://lod.nal.usda.gov/nalt/931,,,,pain,,,,
4,paralysis,1,https://lod.nal.usda.gov/nalt/932,,,,paralysis,,,,
4,paresis,1,https://lod.nal.usda.gov/nalt/933,,,,paresis,,,,
4,pruritis,1,https://lod.nal.usda.gov/nalt/934,,,,pruritis,,,,
4,seizures,1,https://lod.nal.usda.gov/nalt/935,,,,seizures,,,,
