Label,NALT_URI
snakehead murrel,https://lod.nal.usda.gov/nalt/199155_2
striped snakehead,https://lod.nal.usda.gov/nalt/199155_3
graylag goose,https://lod.nal.usda.gov/nalt/199161
greylag goose,https://lod.nal.usda.gov/nalt/199161_1
Merulius tremellosus,https://lod.nal.usda.gov/nalt/199164
Pithecellobium jiringa,https://lod.nal.usda.gov/nalt/199167
Pithecellobium lobatum,https://lod.nal.usda.gov/nalt/199167_1
donkey milk,https://lod.nal.usda.gov/nalt/199170
Brodiaea laxa,https://lod.nal.usda.gov/nalt/19918
grassnut,https://lod.nal.usda.gov/nalt/19918_1
Bifidobacterium infantis,https://lod.nal.usda.gov/nalt/199209
Bifidobacterium lactentis,https://lod.nal.usda.gov/nalt/199209_1
Bifidobacterium liberorum,https://lod.nal.usda.gov/nalt/199209_2
Bifidobacterium longum biotype infantis,https://lod.nal.usda.gov/nalt/199209_3
Bifidobacterium longum biovar infantis,https://lod.nal.usda.gov/nalt/199209_4
Bifidobacterium longum ssp. infantis,https://lod.nal.usda.gov/nalt/199209_5
Bifidobacterium longum subspecies infantis,https://lod.nal.usda.gov/nalt/199209_6
Bifidobacterium longum biotype longum,https://lod.nal.usda.gov/nalt/199210
Bifidobacterium longum biovar longum,https://lod.nal.usda.gov/nalt/199210_1
Bifidobacterium longum ssp. longum,https://lod.nal.usda.gov/nalt/199210_2
postmenopausal period,https://lod.nal.usda.gov/nalt/199213
premenopausal period,https://lod.nal.usda.gov/nalt/199218
rho iso-alpha acids,https://lod.nal.usda.gov/nalt/199226
broilers (chickens),https://lod.nal.usda.gov/nalt/19923
meat type chickens,https://lod.nal.usda.gov/nalt/19923_1
meat-type chickens,https://lod.nal.usda.gov/nalt/19923_2
central nervous system development,https://lod.nal.usda.gov/nalt/199237
nervous system development,https://lod.nal.usda.gov/nalt/199237_1
neural development,https://lod.nal.usda.gov/nalt/199237_2
neurologic development,https://lod.nal.usda.gov/nalt/199237_3
neurological development,https://lod.nal.usda.gov/nalt/199237_4
wholemeal bread,https://lod.nal.usda.gov/nalt/199246
prudent diet,https://lod.nal.usda.gov/nalt/199265
EC 3.4.24.7,https://lod.nal.usda.gov/nalt/199268
MMP-1 (matrix metalloproteinase 1),https://lod.nal.usda.gov/nalt/199268_1
MMP1 (matrix metalloproteinase 1),https://lod.nal.usda.gov/nalt/199268_2
matrix metalloproteinase 1,https://lod.nal.usda.gov/nalt/199268_3
vertebrate collagenase,https://lod.nal.usda.gov/nalt/199268_4
fowl feeding,https://lod.nal.usda.gov/nalt/19927
goose feeding,https://lod.nal.usda.gov/nalt/19927_1
EC 3.4.24.3,https://lod.nal.usda.gov/nalt/199275
clostridiopeptidase A,https://lod.nal.usda.gov/nalt/199275_1
collagenase A,https://lod.nal.usda.gov/nalt/199275_2
collagenase I,https://lod.nal.usda.gov/nalt/199275_3
nucleolysin,https://lod.nal.usda.gov/nalt/199275_4
EC 3.4.24.24,https://lod.nal.usda.gov/nalt/199276
MMP-2 (matrix metalloproteinase 2),https://lod.nal.usda.gov/nalt/199276_1
MMP2 (matrix metalloproteinase 2),https://lod.nal.usda.gov/nalt/199276_2
matrix metalloproteinase 2,https://lod.nal.usda.gov/nalt/199276_3
EC 3.4.24.15,https://lod.nal.usda.gov/nalt/199282
Gallus domesticus,https://lod.nal.usda.gov/nalt/19929
Gallus gallus domesticus,https://lod.nal.usda.gov/nalt/19929_1
fowls,https://lod.nal.usda.gov/nalt/19929_2
EC 3.4.24.17,https://lod.nal.usda.gov/nalt/199294
MMP-3 (matrix metalloproteinase 3),https://lod.nal.usda.gov/nalt/199294_1
MMP3 (matrix metalloproteinase 3),https://lod.nal.usda.gov/nalt/199294_2
matrix metalloproteinase 3,https://lod.nal.usda.gov/nalt/199294_3
EC 3.4.24.22,https://lod.nal.usda.gov/nalt/199299
MMP-10 (matrix metalloproteinase 10),https://lod.nal.usda.gov/nalt/199299_1
MMP10 (matrix metalloproteinase 10),https://lod.nal.usda.gov/nalt/199299_2
matrix metalloproteinase 10,https://lod.nal.usda.gov/nalt/199299_3
tephritids,https://lod.nal.usda.gov/nalt/1993
broiler production,https://lod.nal.usda.gov/nalt/19930
chicken production,https://lod.nal.usda.gov/nalt/19930_1
poultry management,https://lod.nal.usda.gov/nalt/19930_2
turkey production,https://lod.nal.usda.gov/nalt/19930_3
EC 3.4.24.23,https://lod.nal.usda.gov/nalt/199304
MMP-7 (matrix metalloproteinase 7),https://lod.nal.usda.gov/nalt/199304_1
MMP7 (matrix metalloproteinase 7),https://lod.nal.usda.gov/nalt/199304_2
matrix metalloproteinase 7,https://lod.nal.usda.gov/nalt/199304_3
EC 3.4.24.34,https://lod.nal.usda.gov/nalt/199309
MMP-8 (matrix metalloproteinase 8),https://lod.nal.usda.gov/nalt/199309_1
MMP8 (matrix metalloproteinase 8),https://lod.nal.usda.gov/nalt/199309_2
matrix metalloproteinase 8,https://lod.nal.usda.gov/nalt/199309_3
EC 3.4.24.35,https://lod.nal.usda.gov/nalt/199314
MMP-9 (matrix metalloproteinase 9),https://lod.nal.usda.gov/nalt/199314_1
MMP9 (matrix metalloproteinase 9),https://lod.nal.usda.gov/nalt/199314_2
matrix metalloproteinase 9,https://lod.nal.usda.gov/nalt/199314_3
Japanese threadfin bream,https://lod.nal.usda.gov/nalt/199326
balloonfish,https://lod.nal.usda.gov/nalt/199334
longspined porcupinefish,https://lod.nal.usda.gov/nalt/199334_1
Fugu obscurus,https://lod.nal.usda.gov/nalt/199336
obscure pufferfish,https://lod.nal.usda.gov/nalt/199336_1
almaco jack,https://lod.nal.usda.gov/nalt/199339
longfin yellowtail,https://lod.nal.usda.gov/nalt/199339_1
Eledone aldrovandi,https://lod.nal.usda.gov/nalt/199344
Eledone cirrosa,https://lod.nal.usda.gov/nalt/199344_1
curled octopus,https://lod.nal.usda.gov/nalt/199344_2
Humboldt squid,https://lod.nal.usda.gov/nalt/199349
jumbo flying squid,https://lod.nal.usda.gov/nalt/199349_1
jumbo squid,https://lod.nal.usda.gov/nalt/199349_2
Buthus martensi,https://lod.nal.usda.gov/nalt/199352
Chinese scorpion,https://lod.nal.usda.gov/nalt/199352_1
Mesobuthus martensi,https://lod.nal.usda.gov/nalt/199352_2
Mesobuthus martensii,https://lod.nal.usda.gov/nalt/199352_3
dermatoheliosis,https://lod.nal.usda.gov/nalt/199358
photoageing,https://lod.nal.usda.gov/nalt/199358_1
economies of agglomeration,https://lod.nal.usda.gov/nalt/199367
salvage cutting,https://lod.nal.usda.gov/nalt/199370
salvage harvesting,https://lod.nal.usda.gov/nalt/199370_1
salvage timber,https://lod.nal.usda.gov/nalt/199370_2
timber salvage,https://lod.nal.usda.gov/nalt/199370_3
anti-aging effects,https://lod.nal.usda.gov/nalt/199380
brome fescue,https://lod.nal.usda.gov/nalt/19940
disadvantaged neighborhoods,https://lod.nal.usda.gov/nalt/199403
disadvantaged neighbourhoods,https://lod.nal.usda.gov/nalt/199403_1
low-income neighbourhoods,https://lod.nal.usda.gov/nalt/199403_2
poor neighborhoods,https://lod.nal.usda.gov/nalt/199403_3
poor neighbourhoods,https://lod.nal.usda.gov/nalt/199403_4
behavioral addictions,https://lod.nal.usda.gov/nalt/199413
behavioural addictions,https://lod.nal.usda.gov/nalt/199413_1
pathologic gambling,https://lod.nal.usda.gov/nalt/199419
BMV (Brome mosaic virus),https://lod.nal.usda.gov/nalt/19942
Brome mosaic bromovirus,https://lod.nal.usda.gov/nalt/19942_1
obsessive-compulsive neurosis,https://lod.nal.usda.gov/nalt/199422
feto-placental tissues,https://lod.nal.usda.gov/nalt/199428
stenohaline fish,https://lod.nal.usda.gov/nalt/199438
BStMV (Brome streak mosaic virus),https://lod.nal.usda.gov/nalt/19944
BStV (Brome streak virus),https://lod.nal.usda.gov/nalt/19944_1
BrSMV (Brome streak mosaic virus),https://lod.nal.usda.gov/nalt/19944_2
Brome streak potyvirus,https://lod.nal.usda.gov/nalt/19944_3
Brome streak rymovirus,https://lod.nal.usda.gov/nalt/19944_4
Brome streak tritimovirus,https://lod.nal.usda.gov/nalt/19944_5
Brome streak virus,https://lod.nal.usda.gov/nalt/19944_6
euryhaline fish,https://lod.nal.usda.gov/nalt/199443
normoxic conditions,https://lod.nal.usda.gov/nalt/199448
alizarin complexone,https://lod.nal.usda.gov/nalt/199450
alizarin red,https://lod.nal.usda.gov/nalt/199450_1
alizarine,https://lod.nal.usda.gov/nalt/199450_2
parasitic load,https://lod.nal.usda.gov/nalt/199466
EC 3.4.22,https://lod.nal.usda.gov/nalt/19947
cysteine endopeptidases,https://lod.nal.usda.gov/nalt/19947_1
cysteine proteases,https://lod.nal.usda.gov/nalt/19947_2
thiol proteases,https://lod.nal.usda.gov/nalt/19947_3
thiol proteinases,https://lod.nal.usda.gov/nalt/19947_4
vacuolar processing enzymes,https://lod.nal.usda.gov/nalt/19947_5
EC 3.4.22.33,https://lod.nal.usda.gov/nalt/19948
EC 3.4.22.32,https://lod.nal.usda.gov/nalt/19949
HSI (hepatosomatic index),https://lod.nal.usda.gov/nalt/199490
hepato-somatic index,https://lod.nal.usda.gov/nalt/199490_1
CF (condition factor),https://lod.nal.usda.gov/nalt/199493
viral burden,https://lod.nal.usda.gov/nalt/199507
viral titer,https://lod.nal.usda.gov/nalt/199507_1
viral titre,https://lod.nal.usda.gov/nalt/199507_2
virus burden,https://lod.nal.usda.gov/nalt/199507_3
virus load,https://lod.nal.usda.gov/nalt/199507_4
virus titer,https://lod.nal.usda.gov/nalt/199507_5
virus titre,https://lod.nal.usda.gov/nalt/199507_6
Pholidophyllum,https://lod.nal.usda.gov/nalt/19952
animal growth performance,https://lod.nal.usda.gov/nalt/199526
plant growth performance,https://lod.nal.usda.gov/nalt/199526_1
Prionophyllum,https://lod.nal.usda.gov/nalt/19953
Chirripoa,https://lod.nal.usda.gov/nalt/19954
Massangea,https://lod.nal.usda.gov/nalt/19954_1
Schlumbergera (Bromeliaceae),https://lod.nal.usda.gov/nalt/19954_2
Sodiroa,https://lod.nal.usda.gov/nalt/19954_3
Thecophyllum,https://lod.nal.usda.gov/nalt/19954_4
krillmeal,https://lod.nal.usda.gov/nalt/199541
peameal,https://lod.nal.usda.gov/nalt/199543
Tunicata,https://lod.nal.usda.gov/nalt/199552
tunicates,https://lod.nal.usda.gov/nalt/199552_1
urochordates,https://lod.nal.usda.gov/nalt/199552_2
nitrite N,https://lod.nal.usda.gov/nalt/199560
Phlomostachys,https://lod.nal.usda.gov/nalt/19957
economic growth performance,https://lod.nal.usda.gov/nalt/199573
Sebastodes melanops,https://lod.nal.usda.gov/nalt/199575
black rockfish,https://lod.nal.usda.gov/nalt/199575_1
Anoplophytum,https://lod.nal.usda.gov/nalt/19958
Renealmia (Bromeliaceae),https://lod.nal.usda.gov/nalt/19958_1
HCOONa (sodium formate),https://lod.nal.usda.gov/nalt/199589
Cipuropsis,https://lod.nal.usda.gov/nalt/19959
Vriesia,https://lod.nal.usda.gov/nalt/19959_1
H2CO3 (carbonic acid),https://lod.nal.usda.gov/nalt/199591
bioeconomic analysis,https://lod.nal.usda.gov/nalt/199599
ornate rock lobster,https://lod.nal.usda.gov/nalt/199601
ornate spiny lobster,https://lod.nal.usda.gov/nalt/199601_1
Sabellastarte indica,https://lod.nal.usda.gov/nalt/199609
Laminaria japonica,https://lod.nal.usda.gov/nalt/199616
sugar kelp,https://lod.nal.usda.gov/nalt/199617
BFT (biofloc technology),https://lod.nal.usda.gov/nalt/199624
biofloc production,https://lod.nal.usda.gov/nalt/199624_1
biofloc systems,https://lod.nal.usda.gov/nalt/199624_2
bioflocs,https://lod.nal.usda.gov/nalt/199624_3
Platichthys bicoloratus,https://lod.nal.usda.gov/nalt/199632
stone flounder,https://lod.nal.usda.gov/nalt/199632_1
Chinemys reevesi,https://lod.nal.usda.gov/nalt/199640
Mauremys reevesii,https://lod.nal.usda.gov/nalt/199640_1
Reeves' turtle,https://lod.nal.usda.gov/nalt/199640_2
change of gender,https://lod.nal.usda.gov/nalt/199643
change of sex,https://lod.nal.usda.gov/nalt/199643_1
gender reversal,https://lod.nal.usda.gov/nalt/199643_2
sex change,https://lod.nal.usda.gov/nalt/199643_3
closed systems,https://lod.nal.usda.gov/nalt/199649
life cycle cost analysis,https://lod.nal.usda.gov/nalt/199652
life cycle cost assessment,https://lod.nal.usda.gov/nalt/199652_1
life cycle costs,https://lod.nal.usda.gov/nalt/199652_2
cluster of differentiation antigens,https://lod.nal.usda.gov/nalt/199659
leukocyte differentiation antigens,https://lod.nal.usda.gov/nalt/199659_1
ergot derivatives,https://lod.nal.usda.gov/nalt/19967
Acer oblongifolium,https://lod.nal.usda.gov/nalt/199670
Hellenia caerulea,https://lod.nal.usda.gov/nalt/199673
cucumovirus group,https://lod.nal.usda.gov/nalt/19971
cucumoviruses,https://lod.nal.usda.gov/nalt/19971_1
idaeoviruses,https://lod.nal.usda.gov/nalt/19972
food losses,https://lod.nal.usda.gov/nalt/199741
colds,https://lod.nal.usda.gov/nalt/199745
Spermatophyta,https://lod.nal.usda.gov/nalt/199766
seed plants,https://lod.nal.usda.gov/nalt/199766_1
spermatophytes,https://lod.nal.usda.gov/nalt/199766_2
CYBV (Cassia yellow blotch virus),https://lod.nal.usda.gov/nalt/19977
Cassia yellow blotch bromovirus,https://lod.nal.usda.gov/nalt/19977_1
CCMV (Cowpea chlorotic mottle virus),https://lod.nal.usda.gov/nalt/19978
Cowpea chlorotic mottle bromovirus,https://lod.nal.usda.gov/nalt/19978_1
MYFV (Melandrium yellow fleck virus),https://lod.nal.usda.gov/nalt/19979
Melandrium yellow fleck bromovirus,https://lod.nal.usda.gov/nalt/19979_1
heteroscedasticity,https://lod.nal.usda.gov/nalt/199790
ex ante approach,https://lod.nal.usda.gov/nalt/199795
ex ante assessment,https://lod.nal.usda.gov/nalt/199795_1
ex ante evaluation,https://lod.nal.usda.gov/nalt/199795_2
ex ante models,https://lod.nal.usda.gov/nalt/199795_3
SBLV (Spring beauty latent virus),https://lod.nal.usda.gov/nalt/19980
Spring beauty latent bromovirus,https://lod.nal.usda.gov/nalt/19980_1
risk-benefit analyses,https://lod.nal.usda.gov/nalt/199805
risk-benefit assessment,https://lod.nal.usda.gov/nalt/199805_1
risk-benefit evaluation,https://lod.nal.usda.gov/nalt/199805_2
domiciliary care,https://lod.nal.usda.gov/nalt/199814
home care services,https://lod.nal.usda.gov/nalt/199814_1
home health care services,https://lod.nal.usda.gov/nalt/199814_2
home healthcare services,https://lod.nal.usda.gov/nalt/199814_3
home nursing services,https://lod.nal.usda.gov/nalt/199814_4
beefalos,https://lod.nal.usda.gov/nalt/199821
fish populations,https://lod.nal.usda.gov/nalt/199863
rattlesnake brome,https://lod.nal.usda.gov/nalt/19988
rescuegrass,https://lod.nal.usda.gov/nalt/19989
giant brome,https://lod.nal.usda.gov/nalt/19990
great brome,https://lod.nal.usda.gov/nalt/19990_1
Bromus erectus var. hackelii,https://lod.nal.usda.gov/nalt/19991
Bromus hackelii,https://lod.nal.usda.gov/nalt/19991_1
Bromus longiflorus,https://lod.nal.usda.gov/nalt/19991_2
erect brome,https://lod.nal.usda.gov/nalt/19991_3
upright brome,https://lod.nal.usda.gov/nalt/19991_4
splendid squid,https://lod.nal.usda.gov/nalt/199917
soft brome,https://lod.nal.usda.gov/nalt/19992
smooth brome,https://lod.nal.usda.gov/nalt/19993
smooth bromegrass,https://lod.nal.usda.gov/nalt/19993_1
Bromus patulus,https://lod.nal.usda.gov/nalt/19994
Bromus vestitus,https://lod.nal.usda.gov/nalt/19994_1
Japanese brome,https://lod.nal.usda.gov/nalt/19994_2
Anisantha rigida,https://lod.nal.usda.gov/nalt/19995
Bromus maximus,https://lod.nal.usda.gov/nalt/19995_1
Bromus rigidus,https://lod.nal.usda.gov/nalt/19995_2
ripgut brome,https://lod.nal.usda.gov/nalt/19995_3
ripgut grass,https://lod.nal.usda.gov/nalt/19995_4
Bromopsis riparia,https://lod.nal.usda.gov/nalt/19996
Bromus biebersteinii auct.,https://lod.nal.usda.gov/nalt/19996_1
Bromus fibrosus,https://lod.nal.usda.gov/nalt/19996_2
meadow brome,https://lod.nal.usda.gov/nalt/19996_3
meadow bromegrass,https://lod.nal.usda.gov/nalt/19996_4
rye brome,https://lod.nal.usda.gov/nalt/19997
green manufacturing,https://lod.nal.usda.gov/nalt/199970
manufacturing sustainability,https://lod.nal.usda.gov/nalt/199970_1
Anisantha sterilis,https://lod.nal.usda.gov/nalt/19998
barren brome,https://lod.nal.usda.gov/nalt/19998_1
poverty brome,https://lod.nal.usda.gov/nalt/19998_2
June grass,https://lod.nal.usda.gov/nalt/19999
bronco grass,https://lod.nal.usda.gov/nalt/19999_1
cheatgrass,https://lod.nal.usda.gov/nalt/19999_2
downy brome,https://lod.nal.usda.gov/nalt/19999_3
downy chess,https://lod.nal.usda.gov/nalt/19999_4
drooping brome,https://lod.nal.usda.gov/nalt/19999_5
wall brome,https://lod.nal.usda.gov/nalt/19999_6
(+)ssRNA viruses,https://lod.nal.usda.gov/nalt/2
positive-sense RNA viruses,https://lod.nal.usda.gov/nalt/2_1
"single-stranded RNA viruses, positive sense",https://lod.nal.usda.gov/nalt/2_2
agronomic practices,https://lod.nal.usda.gov/nalt/20
crop husbandry,https://lod.nal.usda.gov/nalt/20_1
cultural methods (plants),https://lod.nal.usda.gov/nalt/20_2
cultural practices (plants),https://lod.nal.usda.gov/nalt/20_3
plant care,https://lod.nal.usda.gov/nalt/20_4
plant culture,https://lod.nal.usda.gov/nalt/20_5
plant growing methods,https://lod.nal.usda.gov/nalt/20_6
plant growing practices,https://lod.nal.usda.gov/nalt/20_7
mountain caribou,https://lod.nal.usda.gov/nalt/200017
woodland caribou,https://lod.nal.usda.gov/nalt/200017_1
NIR (near-infrared radiation),https://lod.nal.usda.gov/nalt/200058
phosphonic acid,https://lod.nal.usda.gov/nalt/200095
Dipetalonema viteae,https://lod.nal.usda.gov/nalt/2001
Dipetalonema wite,https://lod.nal.usda.gov/nalt/2001_1
BrSMV (Bromus striate mosaic virus),https://lod.nal.usda.gov/nalt/20013
myoblast cells,https://lod.nal.usda.gov/nalt/200148
actin binding proteins,https://lod.nal.usda.gov/nalt/200164
actin-binding proteins,https://lod.nal.usda.gov/nalt/200164_1
bolt stunning,https://lod.nal.usda.gov/nalt/200165
captive bolt stunning,https://lod.nal.usda.gov/nalt/200165_1
electrical stunning,https://lod.nal.usda.gov/nalt/200165_2
gas stunning,https://lod.nal.usda.gov/nalt/200165_3
mechanical stunning,https://lod.nal.usda.gov/nalt/200165_4
percussion stunning,https://lod.nal.usda.gov/nalt/200165_5
percussive stunning,https://lod.nal.usda.gov/nalt/200165_6
stunning of animals,https://lod.nal.usda.gov/nalt/200165_7
stunning of cattle,https://lod.nal.usda.gov/nalt/200165_8
stunning of fish,https://lod.nal.usda.gov/nalt/200165_9
stunning of pigs,https://lod.nal.usda.gov/nalt/200165_10
stunning of poultry,https://lod.nal.usda.gov/nalt/200165_11
stunning of sheep,https://lod.nal.usda.gov/nalt/200165_12
stunning techniques,https://lod.nal.usda.gov/nalt/200165_13
bronchus,https://lod.nal.usda.gov/nalt/20020
primary bronchi,https://lod.nal.usda.gov/nalt/20020_1
secondary bronchi,https://lod.nal.usda.gov/nalt/20020_2
tertiary bronchi,https://lod.nal.usda.gov/nalt/20020_3
bronchial constriction,https://lod.nal.usda.gov/nalt/20023
EC 4.1.1.22,https://lod.nal.usda.gov/nalt/200242
L-histidine carboxy-lyase,https://lod.nal.usda.gov/nalt/200242_1
L-histidine carboxylase,https://lod.nal.usda.gov/nalt/200242_2
L-histidine carboxylyase,https://lod.nal.usda.gov/nalt/200242_3
L-histidine decarboxylase,https://lod.nal.usda.gov/nalt/200242_4
histidine carboxy-lyase,https://lod.nal.usda.gov/nalt/200242_5
bronchodilating agents,https://lod.nal.usda.gov/nalt/20025
bronchodilation agents,https://lod.nal.usda.gov/nalt/20025_1
bronchodilator agents,https://lod.nal.usda.gov/nalt/20025_2
Spondias cytherea,https://lod.nal.usda.gov/nalt/200255
actinomycoses,https://lod.nal.usda.gov/nalt/200263
Ectoprocta,https://lod.nal.usda.gov/nalt/200278
bryozoans,https://lod.nal.usda.gov/nalt/200278_1
Assyrian plum,https://lod.nal.usda.gov/nalt/200307
chilghoza pine,https://lod.nal.usda.gov/nalt/200310
chilgoza pine,https://lod.nal.usda.gov/nalt/200310_1
Cereus polyrhizus,https://lod.nal.usda.gov/nalt/200314
red dragon fruit,https://lod.nal.usda.gov/nalt/200314_1
minced chicken,https://lod.nal.usda.gov/nalt/200329
bronze orange bug,https://lod.nal.usda.gov/nalt/20033
bronzed cutworm,https://lod.nal.usda.gov/nalt/20035
economic viability,https://lod.nal.usda.gov/nalt/200353
nanoparticles of silver,https://lod.nal.usda.gov/nalt/200370
silver nanoparticles,https://lod.nal.usda.gov/nalt/200370_1
honey comb,https://lod.nal.usda.gov/nalt/20039
honey-comb,https://lod.nal.usda.gov/nalt/20039_1
honeycomb,https://lod.nal.usda.gov/nalt/20039_2
fish behaviour,https://lod.nal.usda.gov/nalt/200408
Corydalis turtschaninovii f. yanhusuo,https://lod.nal.usda.gov/nalt/200410
Bombax affine,https://lod.nal.usda.gov/nalt/200413
Carolinea insignis,https://lod.nal.usda.gov/nalt/200413_1
"2,2'-biphenylene oxide",https://lod.nal.usda.gov/nalt/200438
"2,2'-biphenylylene oxide",https://lod.nal.usda.gov/nalt/200438_1
diphenylene oxide,https://lod.nal.usda.gov/nalt/200438_2
nuclear localization sequence,https://lod.nal.usda.gov/nalt/200442
baptitoxin,https://lod.nal.usda.gov/nalt/200447
sophorin,https://lod.nal.usda.gov/nalt/200447_1
pseudoephedrine hydrochloride,https://lod.nal.usda.gov/nalt/200454
Bergera compressa,https://lod.nal.usda.gov/nalt/200459
Limonia minuta,https://lod.nal.usda.gov/nalt/200459_1
Micromelum compressum,https://lod.nal.usda.gov/nalt/200459_2
Micromelum tephrocarpum,https://lod.nal.usda.gov/nalt/200459_3
brook trout,https://lod.nal.usda.gov/nalt/20047
Cinnamomum porrecta,https://lod.nal.usda.gov/nalt/200475
Laurus parthenoxylon,https://lod.nal.usda.gov/nalt/200475_1
Laurus porrecta,https://lod.nal.usda.gov/nalt/200475_2
Acanthopanax sessiliflorus,https://lod.nal.usda.gov/nalt/200482
Panax sessiliflorus,https://lod.nal.usda.gov/nalt/200482_1
Hedyotis biflora,https://lod.nal.usda.gov/nalt/200485
Oldenlandia paniculata,https://lod.nal.usda.gov/nalt/200485_1
Lactuca sonchifolia,https://lod.nal.usda.gov/nalt/200489
Steptorhamphus tuberosus,https://lod.nal.usda.gov/nalt/200489_1
Xanthocephalum sarothrae,https://lod.nal.usda.gov/nalt/20049
broom snakeweed,https://lod.nal.usda.gov/nalt/20049_1
Zygophyllum album,https://lod.nal.usda.gov/nalt/200505
Aristotelia macqui,https://lod.nal.usda.gov/nalt/200509
Cornus chilensis,https://lod.nal.usda.gov/nalt/200509_1
maqui berry,https://lod.nal.usda.gov/nalt/200509_2
Leptospermum honey,https://lod.nal.usda.gov/nalt/20051
New Zealand tea tree,https://lod.nal.usda.gov/nalt/20051_1
broom teatree,https://lod.nal.usda.gov/nalt/20051_2
manuka tea tree,https://lod.nal.usda.gov/nalt/20051_3
manuka tree,https://lod.nal.usda.gov/nalt/20051_4
Thea oleifera,https://lod.nal.usda.gov/nalt/200514
Codonopsis tangshen,https://lod.nal.usda.gov/nalt/200519
Escallonia viscosa,https://lod.nal.usda.gov/nalt/200524
Guinea corn,https://lod.nal.usda.gov/nalt/20053
Kaffir corn,https://lod.nal.usda.gov/nalt/20053_1
broomcorn,https://lod.nal.usda.gov/nalt/20053_2
durra,https://lod.nal.usda.gov/nalt/20053_3
milo,https://lod.nal.usda.gov/nalt/20053_4
white durra,https://lod.nal.usda.gov/nalt/20053_5
Pyricularia oryzae,https://lod.nal.usda.gov/nalt/200534
Balanocarpus heimii,https://lod.nal.usda.gov/nalt/200537
organ pipe cactus,https://lod.nal.usda.gov/nalt/200540
Cereus thurberi,https://lod.nal.usda.gov/nalt/200542
Lemaireocereus thurberi,https://lod.nal.usda.gov/nalt/200542_1
Cytisus scoparius f. sulphureus,https://lod.nal.usda.gov/nalt/20055
Cytisus scoparius var. andreanus,https://lod.nal.usda.gov/nalt/20055_1
Cytisus scoparius var. prostratus,https://lod.nal.usda.gov/nalt/20055_2
Cytisus scoparius var. sulphureus,https://lod.nal.usda.gov/nalt/20055_3
European broom,https://lod.nal.usda.gov/nalt/20055_4
Genista andreana,https://lod.nal.usda.gov/nalt/20055_5
Irish broom,https://lod.nal.usda.gov/nalt/20055_6
Sarothamnus scoparius,https://lod.nal.usda.gov/nalt/20055_7
Sarothamnus scoparius var. prostratus,https://lod.nal.usda.gov/nalt/20055_8
Scotch broom,https://lod.nal.usda.gov/nalt/20055_9
Spartium scoparium,https://lod.nal.usda.gov/nalt/20055_10
broomtops,https://lod.nal.usda.gov/nalt/20055_11
common broom,https://lod.nal.usda.gov/nalt/20055_12
scotchbroom,https://lod.nal.usda.gov/nalt/20055_13
Cereus thurberi var. littoralis,https://lod.nal.usda.gov/nalt/200550
Astragalus complanatus,https://lod.nal.usda.gov/nalt/200559
Alicastrum,https://lod.nal.usda.gov/nalt/20056
Brosimopsis,https://lod.nal.usda.gov/nalt/20056_1
Galactodendron,https://lod.nal.usda.gov/nalt/20056_2
Galactodendrum,https://lod.nal.usda.gov/nalt/20056_3
Piratinera,https://lod.nal.usda.gov/nalt/20056_4
Candida rignihuensis,https://lod.nal.usda.gov/nalt/200567
lumpfish,https://lod.nal.usda.gov/nalt/200570
lumpsucker,https://lod.nal.usda.gov/nalt/200570_1
Mangifera pinnata,https://lod.nal.usda.gov/nalt/200576
Sorindeia pinnata,https://lod.nal.usda.gov/nalt/200576_1
Spondias mangifera,https://lod.nal.usda.gov/nalt/200576_2
Allaeanthus,https://lod.nal.usda.gov/nalt/20059
Papyrius,https://lod.nal.usda.gov/nalt/20059_1
Smithiodendron,https://lod.nal.usda.gov/nalt/20059_2
Stenochasma,https://lod.nal.usda.gov/nalt/20059_3
paper mulberry,https://lod.nal.usda.gov/nalt/20059_4
exoerythrocyte stage,https://lod.nal.usda.gov/nalt/200593
erythrocyte stage,https://lod.nal.usda.gov/nalt/200598
Morus papyrifera,https://lod.nal.usda.gov/nalt/20060
Papyrius papyrifera,https://lod.nal.usda.gov/nalt/20060_1
Armillaria matsutake,https://lod.nal.usda.gov/nalt/200602
Tricholoma nauseosum,https://lod.nal.usda.gov/nalt/200602_1
Dioscorea pseudojaponica,https://lod.nal.usda.gov/nalt/200609
Argentine anchovy,https://lod.nal.usda.gov/nalt/200611
ovine meat,https://lod.nal.usda.gov/nalt/200614
sustainable crop production intensification,https://lod.nal.usda.gov/nalt/200631
sustainable intensification of agriculture,https://lod.nal.usda.gov/nalt/200631_1
alpha-giardin,https://lod.nal.usda.gov/nalt/200635
beta-giardin,https://lod.nal.usda.gov/nalt/200635_1
delta-giardin,https://lod.nal.usda.gov/nalt/200635_2
gamma-giardin,https://lod.nal.usda.gov/nalt/200635_3
ventral adhesive disc,https://lod.nal.usda.gov/nalt/200645
brown bear,https://lod.nal.usda.gov/nalt/20065
grizzly bear,https://lod.nal.usda.gov/nalt/20065_1
meagre (Argyrosomus),https://lod.nal.usda.gov/nalt/200650
gene walking,https://lod.nal.usda.gov/nalt/200653
genomic walking,https://lod.nal.usda.gov/nalt/200653_1
primer walking,https://lod.nal.usda.gov/nalt/200653_2
Agaricus blazei,https://lod.nal.usda.gov/nalt/200657
Agaricus brasiliensis,https://lod.nal.usda.gov/nalt/200657_1
Agaricus rufotegulis,https://lod.nal.usda.gov/nalt/200657_2
